,device_type,user_id
515,Apple,user_10295
516,Apple,user_13041
517,Apple,user_13176
518,Apple,user_14680
519,Apple,user_12922
520,Apple,user_12567
521,Apple,user_13217
522,Apple,user_15416
523,Apple,user_14246
524,Apple,user_15339
525,Apple,user_11104
526,Apple,user_12266
527,Apple,user_15637
528,Apple,user_19326
529,Apple,user_14453
530,Apple,user_13098
531,Apple,user_13640
532,Apple,user_12411
533,Apple,user_12838
534,Apple,user_14298
535,Apple,user_18017
536,Apple,user_11609
537,Apple,user_14791
538,Apple,user_15554
539,Apple,user_10533
540,Apple,user_14409
541,Apple,user_12112
542,Apple,user_18766
543,Apple,user_19306
544,Apple,user_14746
545,Apple,user_14449
546,Apple,user_13396
547,Apple,user_14964
548,Apple,user_16228
549,Apple,user_14456
550,Apple,user_10664
551,Apple,user_11054
552,Apple,user_10716
553,Apple,user_15654
554,Apple,user_12924
555,Apple,user_16442
556,Apple,user_17453
557,Apple,user_18286
558,Apple,user_13749
559,Apple,user_18913
560,Apple,user_18248
561,Apple,user_14197
562,Apple,user_10646
563,Apple,user_12073
564,Apple,user_16931
565,Apple,user_18626
566,Apple,user_12696
567,Apple,user_14518
568,Apple,user_12738
569,Apple,user_18049
570,Apple,user_12169
571,Apple,user_19054
572,Apple,user_17349
573,Apple,user_10686
574,Apple,user_18779
575,Apple,user_17533
576,Apple,user_16419
577,Apple,user_18421
578,Apple,user_16493
579,Apple,user_18692
580,Apple,user_17665
581,Apple,user_12952
582,Apple,user_11205
583,Apple,user_11723
584,Apple,user_12536
585,Apple,user_18196
586,Apple,user_10362
587,Apple,user_11548
588,Apple,user_18810
589,Apple,user_10825
590,Android,user_60
591,Android,user_6700
592,Android,user_8647
593,Android,user_6813
594,Android,user_3303
595,Android,user_9804
596,Android,user_6686
597,Android,user_8218
598,Android,user_8389
599,Android,user_8288
600,Android,user_3322
601,Android,user_4064
602,Android,user_2256
603,Android,user_4187
604,Android,user_223
605,Android,user_1898
606,Android,user_4751
607,Android,user_6993
608,Android,user_112
609,Android,user_9584
610,Android,user_5463
611,Android,user_696
612,Android,user_6185
613,Android,user_2605
614,Android,user_2609
615,Android,user_6014
616,Android,user_6293
617,Android,user_7734
618,Android,user_5373
619,Android,user_5631
620,Android,user_7279
621,Android,user_2974
622,Android,user_4818
623,Android,user_2617
624,Android,user_1231
625,Android,user_4625
626,Android,user_7452
627,Android,user_417
628,Android,user_9984
629,Android,user_7265
630,Android,user_7797
631,Android,user_6741
632,Android,user_2266
633,Android,user_3552
634,Android,user_8658
635,Android,user_9946
636,Android,user_6403
637,Android,user_4091
638,Android,user_9574
639,Android,user_6311
640,Android,user_5256
641,Android,user_7080
642,Android,user_5554
643,Android,user_3684
644,Android,user_6461
645,Android,user_9755
646,Android,user_4452
647,Android,user_1728
648,Android,user_315
649,Android,user_6803
650,Android,user_8834
651,Android,user_8348
652,Android,user_3166
653,Android,user_642
654,Android,user_4756
655,Android,user_8345
656,Android,user_7063
657,Android,user_6452
658,Android,user_5986
659,Android,user_7338
660,Android,user_7244
661,Android,user_8409
662,Android,user_8164
663,Android,user_3034
664,Android,user_7413
665,Android,user_4848
666,Android,user_2996
667,Android,user_8324
668,Android,user_3065
669,Android,user_3641
670,Android,user_209
671,Android,user_6100
672,Android,user_1058
673,Android,user_3603
674,Android,user_4512
675,Android,user_1589
676,Android,user_9153
677,Android,user_3649
678,Android,user_738
679,Android,user_6453
680,Android,user_8425
681,Android,user_18942
682,Android,user_12991
683,Android,user_17351
684,Android,user_14400
685,Android,user_12961
686,Android,user_17948
687,Android,user_15553
688,Android,user_11773
689,Android,user_10275
690,Android,user_14751
691,Android,user_19420
692,Android,user_19240
693,Android,user_18065
694,Android,user_18971
695,Android,user_19139
696,Android,user_10924
697,Android,user_12324
698,Android,user_11703
699,Android,user_16680
700,Android,user_12241
701,Android,user_13495
702,Android,user_19051
703,Android,user_10690
704,Android,user_11079
705,Android,user_12120
706,Android,user_18835
707,Android,user_16349
708,Android,user_10021
709,Android,user_15980
710,Android,user_11871
711,Android,user_11765
712,Android,user_14131
713,Android,user_14356
714,Android,user_11396
715,Android,user_17757
716,Android,user_11649
717,Android,user_10989
718,Android,user_16750
719,Android,user_15214
720,Android,user_10160
721,Android,user_18217
722,Android,user_18437
723,Android,user_12057
724,Android,user_19265
725,Android,user_17066
726,Android,user_18221
727,Android,user_18681
728,Android,user_18479
729,Android,user_17312
730,Android,user_17270
731,Android,user_18751
732,Android,user_18365
733,Android,user_15182
734,Android,user_14765
735,Android,user_17915
736,Android,user_18353
737,Android,user_18880
738,Android,user_10294
739,Android,user_11508
740,Android,user_18701
741,Android,user_15741
742,Android,user_16677
743,Android,user_18250
744,Android,user_15851
745,Android,user_11990
746,Android,user_10728
747,Android,user_17414
748,Android,user_12739
749,Android,user_12993
750,Android,user_19186
751,Android,user_15380
752,Android,user_17838
753,Android,user_14956
754,Android,user_11515
755,Android,user_16007
756,Android,user_19243
757,Android,user_16759
758,Android,user_17778
759,Android,user_17693
760,Android,user_10361
761,Android,user_11243
762,Android,user_15327
763,Android,user_16828
764,Android,user_11565
765,Android,user_15033
766,Android,user_16548
767,Android,user_11202
768,Android,user_17989
769,Android,user_16327
770,Apple,user_6980
771,Apple,user_6925
772,Apple,user_6057
773,Apple,user_1169
774,Apple,user_4366
775,Apple,user_8571
776,Apple,user_3183
777,Apple,user_5228
778,Apple,user_6934
779,Apple,user_7052
780,Apple,user_5756
781,Apple,user_2732
782,Apple,user_4083
783,Apple,user_5980
784,Apple,user_8724
785,Apple,user_3898
786,Apple,user_4114
787,Apple,user_7986
788,Apple,user_3142
789,Apple,user_3374
790,Apple,user_271
791,Apple,user_9151
792,Apple,user_4345
793,Apple,user_6678
794,Apple,user_5622
795,Apple,user_8318
796,Apple,user_6110
797,Apple,user_3613
798,Apple,user_9085
799,Apple,user_2968
800,Apple,user_9065
801,Apple,user_8454
802,Apple,user_7798
803,Apple,user_3027
804,Apple,user_9166
805,Apple,user_7389
806,Apple,user_8489
807,Apple,user_6301
808,Apple,user_1114
809,Apple,user_2053
810,Apple,user_8079
811,Apple,user_4988
812,Apple,user_7772
813,Apple,user_2019
814,Apple,user_5445
815,Apple,user_8838
816,Apple,user_6230
817,Apple,user_421
818,Apple,user_7555
819,Apple,user_9665
820,Apple,user_1290
821,Apple,user_812
822,Apple,user_7802
823,Apple,user_8890
824,Apple,user_5159
825,Apple,user_7237
826,Apple,user_8453
827,Apple,user_3532
828,Apple,user_675
829,Apple,user_3878
830,Apple,user_1027
831,Apple,user_948
832,Apple,user_2706
833,Apple,user_7861
834,Apple,user_1807
835,Apple,user_7071
836,Apple,user_1710
837,Apple,user_4178
838,Apple,user_6280
839,Apple,user_6764
840,Apple,user_9871
841,Apple,user_4628
842,Apple,user_5312
843,Apple,user_1854
844,Apple,user_8981
845,Apple,user_8871
846,Apple,user_3490
847,Apple,user_3562
848,Apple,user_3852
849,Apple,user_3685
850,Apple,user_4390
851,Apple,user_6568
852,Apple,user_8007
853,Apple,user_2586
854,Apple,user_225
855,Apple,user_3212
856,Apple,user_4860
857,Apple,user_4356
858,Apple,user_4623
859,Apple,user_4295
860,Apple,user_9832
861,Apple,user_3075
862,Apple,user_6968
863,Apple,user_5721
864,Apple,user_1805
865,Apple,user_4768
866,Apple,user_4914
867,Apple,user_2865
868,Apple,user_2445
869,Apple,user_204
870,Apple,user_2057
871,Apple,user_5582
872,Apple,user_9120
873,Apple,user_3729
874,Apple,user_2319
875,Apple,user_7832
876,Apple,user_14011
877,Apple,user_12136
878,Apple,user_14302
879,Apple,user_17384
880,Apple,user_18621
881,Apple,user_12404
882,Apple,user_17749
883,Apple,user_19288
884,Apple,user_12715
885,Apple,user_14209
886,Apple,user_18744
887,Apple,user_14037
888,Apple,user_14236
889,Apple,user_19377
890,Apple,user_13454
891,Apple,user_10200
892,Apple,user_14584
893,Apple,user_10051
894,Apple,user_13580
895,Apple,user_16181
896,Apple,user_11280
897,Apple,user_19210
898,Apple,user_15140
899,Apple,user_19285
900,Apple,user_12986
901,Apple,user_18483
902,Apple,user_15709
903,Apple,user_14860
904,Apple,user_16470
905,Apple,user_12744
906,Apple,user_11750
907,Apple,user_14399
908,Apple,user_17440
909,Apple,user_17900
910,Apple,user_12469
911,Apple,user_14687
912,Apple,user_19402
913,Apple,user_11786
914,Apple,user_11328
915,Apple,user_15065
916,Apple,user_16938
917,Apple,user_13324
918,Apple,user_11011
919,Apple,user_14348
920,Apple,user_12642
921,Apple,user_12999
922,Apple,user_13040
923,Apple,user_10062
924,Apple,user_15197
925,Apple,user_18576
926,Apple,user_10827
927,Apple,user_12713
928,Apple,user_15060
929,Apple,user_17366
930,Apple,user_11614
931,Apple,user_11145
932,Apple,user_15550
933,Apple,user_18506
934,Apple,user_17704
935,Apple,user_19426
936,Apple,user_11595
937,Apple,user_15332
938,Apple,user_16872
939,Apple,user_17794
940,Apple,user_13411
941,Apple,user_18979
942,Apple,user_12873
943,Apple,user_17319
944,Apple,user_18406
945,Apple,user_14750
946,Apple,user_11297
947,Apple,user_14129
948,Apple,user_16042
949,Apple,user_18436
950,Apple,user_18654
951,Apple,user_17126
952,Apple,user_16738
953,Apple,user_10623
954,Apple,user_16836
955,Apple,user_11796
956,Apple,user_14597
957,Apple,user_11432
958,Apple,user_14785
959,Apple,user_11547
960,Apple,user_11576
961,Apple,user_17189
962,Apple,user_19346
963,Apple,user_12512
964,Apple,user_10156
965,Apple,user_13329
966,Apple,user_10029
967,Apple,user_14859
968,Apple,user_11142
969,Apple,user_18235
970,Apple,user_11904
971,Apple,user_16293
972,Apple,user_14880
973,Apple,user_12245
974,Apple,user_18462
975,Apple,user_13592
976,Apple,user_13427
977,Android,user_9340
978,Android,user_3868
979,Android,user_7325
980,Android,user_7671
981,Android,user_5517
982,Android,user_3549
983,Android,user_5999
984,Android,user_1887
985,Android,user_8196
986,Android,user_8727
987,Android,user_7517
988,Android,user_9343
989,Android,user_59
990,Android,user_7001
991,Android,user_5917
992,Android,user_7014
993,Android,user_1011
994,Android,user_4553
995,Android,user_1171
996,Android,user_1277
997,Android,user_698
998,Android,user_3964
999,Android,user_4193
1000,Android,user_42
1001,Android,user_6375
1002,Android,user_9247
1003,Android,user_9743
1004,Android,user_8022
1005,Android,user_1227
1006,Android,user_7777
1007,Android,user_6112
1008,Android,user_6751
1009,Android,user_2145
1010,Android,user_3848
1011,Android,user_5035
1012,Android,user_6147
1013,Android,user_1284
1014,Android,user_683
1015,Android,user_2451
1016,Android,user_5434
1017,Android,user_3619
1018,Android,user_8482
1019,Android,user_9527
1020,Android,user_366
1021,Android,user_6201
1022,Android,user_7290
1023,Android,user_7769
1024,Android,user_2775
1025,Android,user_4908
1026,Android,user_785
1027,Android,user_203
1028,Android,user_4346
1029,Android,user_686
1030,Android,user_8549
1031,Android,user_330
1032,Android,user_3327
1033,Android,user_5107
1034,Android,user_3023
1035,Android,user_3554
1036,Android,user_5226
1037,Android,user_2684
1038,Android,user_141
1039,Android,user_5979
1040,Android,user_2922
1041,Android,user_4153
1042,Android,user_8684
1043,Android,user_6087
1044,Android,user_1477
1045,Android,user_2267
1046,Android,user_8712
1047,Android,user_8139
1048,Android,user_4710
1049,Android,user_7306
1050,Android,user_3005
1051,Android,user_2249
1052,Android,user_5499
1053,Android,user_7592
1054,Android,user_3699
1055,Android,user_5561
1056,Android,user_1751
1057,Android,user_6830
1058,Android,user_7849
1059,Android,user_63
1060,Android,user_1705
1061,Android,user_8220
1062,Android,user_4358
1063,Android,user_3389
1064,Android,user_7238
1065,Android,user_8673
1066,Android,user_8969
1067,Android,user_2773
1068,Android,user_7591
1069,Android,user_5353
1070,Android,user_2447
1071,Android,user_5185
1072,Android,user_9374
1073,Android,user_3051
1074,Android,user_1910
1075,Android,user_3077
1076,Android,user_198
1077,Android,user_753
1078,Android,user_1858
1079,Android,user_5637
1080,Android,user_1160
1081,Android,user_2869
1082,Android,user_2032
1083,Android,user_2502
1084,Android,user_7733
1085,Android,user_8463
1086,Android,user_11813
1087,Android,user_16132
1088,Android,user_10836
1089,Android,user_12566
1090,Android,user_14086
1091,Android,user_11000
1092,Android,user_15192
1093,Android,user_14329
1094,Android,user_15753
1095,Android,user_10109
1096,Android,user_16366
1097,Android,user_19381
1098,Android,user_16747
1099,Android,user_14944
1100,Android,user_11943
1101,Android,user_18530
1102,Android,user_12763
1103,Android,user_19383
1104,Android,user_12887
1105,Android,user_12791
1106,Android,user_13285
1107,Android,user_10142
1108,Android,user_12667
1109,Android,user_18717
1110,Android,user_16549
1111,Android,user_15399
1112,Android,user_10369
1113,Android,user_16969
1114,Android,user_12992
1115,Android,user_17882
1116,Android,user_17360
1117,Android,user_13551
1118,Android,user_17129
1119,Android,user_10444
1120,Android,user_17397
1121,Android,user_18944
1122,Android,user_18836
1123,Android,user_13289
1124,Android,user_12747
1125,Android,user_17972
1126,Android,user_12862
1127,Android,user_14022
1128,Android,user_14851
1129,Android,user_16693
1130,Android,user_11443
1131,Android,user_13440
1132,Android,user_12690
1133,Android,user_12750
1134,Android,user_11652
1135,Android,user_18983
1136,Android,user_16089
1137,Android,user_14013
1138,Android,user_10017
1139,Android,user_17789
1140,Android,user_12495
1141,Android,user_11084
1142,Android,user_11177
1143,Android,user_19082
1144,Android,user_11421
1145,Android,user_11855
1146,Android,user_17505
1147,Android,user_15779
1148,Android,user_12490
1149,Android,user_15335
1150,Android,user_12215
1151,Android,user_12578
1152,Android,user_14425
1153,Android,user_14219
1154,Android,user_18370
1155,Android,user_11401
1156,Android,user_12273
1157,Android,user_11293
1158,Android,user_13917
1159,Android,user_16603
1160,Android,user_14384
1161,Android,user_18296
1162,Android,user_11950
1163,Android,user_17633
1164,Android,user_11245
1165,Android,user_13092
1166,Android,user_15551
1167,Android,user_15692
1168,Android,user_19341
1169,Android,user_11348
1170,Android,user_16070
1171,Android,user_16337
1172,Android,user_15302
1173,Android,user_16141
1174,Android,user_14889
1175,Android,user_18888
1176,Android,user_13143
1177,Android,user_12561
1178,Android,user_18945
1179,Android,user_17020
1180,Android,user_15584
1181,Android,user_15333
1182,Android,user_13816
1183,Android,user_17895
1184,Android,user_12700
1185,Android,user_13825
1186,Android,user_11238
1187,Android,user_17976
1188,Unknown,user_12296
1189,Apple,user_6959
1190,Apple,user_2741
1191,Apple,user_6408
1192,Apple,user_4407
1193,Apple,user_5647
1194,Apple,user_2348
1195,Apple,user_494
1196,Apple,user_4693
1197,Apple,user_295
1198,Apple,user_3548
1199,Apple,user_8522
1200,Apple,user_652
1201,Apple,user_399
1202,Apple,user_1753
1203,Apple,user_3972
1204,Apple,user_9271
1205,Apple,user_9377
1206,Apple,user_7863
1207,Apple,user_1402
1208,Apple,user_1844
1209,Apple,user_3574
1210,Apple,user_5177
1211,Apple,user_985
1212,Apple,user_9993
1213,Apple,user_7176
1214,Apple,user_7323
1215,Apple,user_7587
1216,Apple,user_9921
1217,Apple,user_2462
1218,Apple,user_5385
1219,Apple,user_7512
1220,Apple,user_2437
1221,Apple,user_6258
1222,Apple,user_2602
1223,Apple,user_5192
1224,Apple,user_9675
1225,Apple,user_9135
1226,Apple,user_801
1227,Apple,user_4215
1228,Apple,user_6021
1229,Apple,user_7153
1230,Apple,user_9548
1231,Apple,user_9160
1232,Apple,user_8974
1233,Apple,user_822
1234,Apple,user_7595
1235,Apple,user_8675
1236,Apple,user_1661
1237,Apple,user_4264
1238,Apple,user_6692
1239,Apple,user_2052
1240,Apple,user_4587
1241,Apple,user_4800
1242,Apple,user_6826
1243,Apple,user_7839
1244,Apple,user_2381
1245,Apple,user_7245
1246,Apple,user_9965
1247,Apple,user_9462
1248,Apple,user_5394
1249,Apple,user_2769
1250,Apple,user_7806
1251,Apple,user_445
1252,Apple,user_349
1253,Apple,user_1105
1254,Apple,user_9566
1255,Apple,user_9579
1256,Apple,user_7928
1257,Apple,user_4381
1258,Apple,user_4686
1259,Apple,user_9104
1260,Apple,user_7819
1261,Apple,user_733
1262,Apple,user_1453
1263,Apple,user_1178
1264,Apple,user_8396
1265,Apple,user_5523
1266,Apple,user_2086
1267,Apple,user_3414
1268,Apple,user_4592
1269,Apple,user_3768
1270,Apple,user_6988
1271,Apple,user_3732
1272,Apple,user_2199
1273,Apple,user_8764
1274,Apple,user_2242
1275,Apple,user_6807
1276,Apple,user_7018
1277,Apple,user_2391
1278,Apple,user_5522
1279,Apple,user_4785
1280,Apple,user_1245
1281,Apple,user_8014
1282,Apple,user_702
1283,Apple,user_1441
1284,Apple,user_5070
1285,Apple,user_4936
1286,Apple,user_6932
1287,Apple,user_6886
1288,Apple,user_5322
1289,Apple,user_3976
1290,Apple,user_1930
1291,Apple,user_7462
1292,Apple,user_8686
1293,Apple,user_7622
1294,Apple,user_4022
1295,Apple,user_5073
1296,Apple,user_3631
1297,Apple,user_9223
1298,Apple,user_6649
1299,Apple,user_8952
1300,Apple,user_7938
1301,Apple,user_7273
1302,Apple,user_187
1303,Apple,user_5262
